1,平成27年国勢調査　小地域集計　（総務省統計局）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,第3表　年齢（5歳階級），男女別人口，総年齢及び平均年齢(外国人―特掲）－町丁・字等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) 日本人・外国人の別「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) 無国籍及び国名「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,総数（男女別）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2)
7384,"15224","0780","2","","","","新潟県","佐渡市","相川大工町","",17,1,2,-,-,1,2,2,-,-,-,1,3,1,-,1,1,1,-,1,-,-,-,757,45.0294117647,3,10,4,3,1,-,6,-,-,-,-,-,2,1,-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,275,46.3333333333,-,5,1,1,-,-,11,1,2,-,-,1,-,1,-,-,-,1,1,1,-,1,-,1,-,1,-,-,-,482,44.3181818182,3,5,3,2,1,-
7385,"15224","0790","2","秘匿地域","0820","","新潟県","佐渡市","相川新五郎町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7386,"15224","0800","2","秘匿地域","0820","","新潟県","佐渡市","相川六右衛門町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7387,"15224","0810","2","","","","新潟県","佐渡市","相川上京町","",18,1,-,-,-,-,1,2,-,1,1,-,-,2,3,3,-,2,1,1,-,-,-,1058,59.2777777778,1,7,10,4,2,-,9,-,-,-,-,-,-,1,-,1,1,-,-,2,1,1,-,-,1,1,-,-,-,561,62.8333333333,-,5,4,2,2,-,9,1,-,-,-,-,1,1,-,-,-,-,-,-,2,2,-,2,-,-,-,-,-,497,55.7222222222,1,2,6,2,-,-
7388,"15224","0820","2","合算地域あり","","0790;0800;0830","新潟県","佐渡市","相川左門町","",23,-,-,-,2,1,-,-,-,2,3,3,-,-,1,5,2,2,-,1,1,-,-,1374,60.2391304348,-,11,12,6,2,-,11,-,-,-,1,-,-,-,-,1,2,1,-,-,1,1,2,1,-,-,1,-,-,678,62.1363636364,-,5,6,4,1,-,12,-,-,-,1,1,-,-,-,1,1,2,-,-,-,4,-,1,-,1,-,-,-,696,58.5000000000,-,6,6,2,1,-
7389,"15224","0830","2","秘匿地域","0820","","新潟県","佐渡市","相川大床屋町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7390,"15224","0840","2","","","","新潟県","佐渡市","相川中京町","",27,-,-,-,-,1,-,-,-,3,-,-,3,1,4,4,3,4,3,1,-,-,-,1831,68.3148148148,-,8,19,11,4,-,11,-,-,-,-,-,-,-,-,3,-,-,1,-,1,3,1,2,-,-,-,-,-,699,64.0454545455,-,4,7,3,-,-,16,-,-,-,-,1,-,-,-,-,-,-,2,1,3,1,2,2,3,1,-,-,-,1132,71.2500000000,-,4,12,8,4,-
7391,"15224","0850","2","","","","新潟県","佐渡市","相川下京町","",19,1,-,1,1,-,-,1,-,1,-,1,1,3,2,1,2,3,-,1,-,-,-,1102,58.5000000000,2,8,9,6,1,-,8,1,-,1,-,-,-,-,-,1,-,-,1,1,1,1,1,-,-,-,-,-,-,396,50.0000000000,2,3,3,1,-,-,11,-,-,-,1,-,-,1,-,-,-,1,-,2,1,-,1,3,-,1,-,-,-,706,64.6818181818,-,5,6,5,1,-
7392,"15224","0860","2","合算地域あり","","0880","新潟県","佐渡市","相川八百屋町","",15,2,-,-,-,1,1,-,2,-,-,-,1,-,2,1,3,1,1,-,-,-,-,792,53.3000000000,2,5,8,5,1,-,8,2,-,-,-,-,1,-,-,-,-,-,1,-,1,-,2,1,-,-,-,-,-,394,49.7500000000,2,2,4,3,-,-,7,-,-,-,-,1,-,-,2,-,-,-,-,-,1,1,1,-,1,-,-,-,-,398,57.3571428571,-,3,4,2,1,-
7393,"15224","0870","2","","","","新潟県","佐渡市","相川会津町","",12,-,-,-,-,-,-,1,-,-,-,-,-,3,4,1,1,1,-,1,-,-,-,815,68.4166666667,-,4,8,3,1,-,7,-,-,-,-,-,-,1,-,-,-,-,-,1,3,1,-,1,-,-,-,-,-,454,65.3571428571,-,2,5,1,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,-,-,1,-,-,-,361,72.7000000000,-,2,3,2,1,-
7394,"15224","0880","2","秘匿地域","0860","","新潟県","佐渡市","相川味噌屋町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7395,"15224","0890","2","","","","新潟県","佐渡市","相川米屋町","",60,5,3,2,1,1,2,6,3,4,2,7,5,2,7,2,-,5,2,1,-,-,-,2765,46.5833333333,10,33,17,8,3,-,37,2,2,2,1,1,2,3,2,2,2,5,5,-,5,-,-,3,-,-,-,-,-,1604,43.8513513514,6,23,8,3,-,-,23,3,1,-,-,-,-,3,1,2,-,2,-,2,2,2,-,2,2,1,-,-,-,1161,50.9782608696,4,10,9,5,3,-
7396,"15224","0900","2","合算地域あり","","0910","新潟県","佐渡市","相川夕白町","",23,1,-,-,-,1,2,1,2,1,-,-,4,-,4,3,2,-,2,-,-,-,-,1267,55.5869565217,1,11,11,4,2,-,10,-,-,-,-,-,2,1,1,-,-,-,2,-,2,2,-,-,-,-,-,-,-,508,51.3000000000,-,6,4,-,-,-,13,1,-,-,-,1,-,-,1,1,-,-,2,-,2,1,2,-,2,-,-,-,-,759,58.8846153846,1,5,7,4,2,-
7397,"15224","0910","2","秘匿地域","0900","","新潟県","佐渡市","相川弥十郎町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7398,"15224","0920","2","","","","新潟県","佐渡市","相川四十物町","",24,-,1,3,-,1,-,1,-,4,1,2,1,2,1,3,2,1,-,1,-,-,-,1219,51.2916666667,4,12,8,4,1,-,12,-,-,2,-,1,-,1,-,2,-,1,-,2,-,1,1,-,-,1,-,-,-,583,49.0833333333,2,7,3,2,1,-,12,-,1,1,-,-,-,-,-,2,1,1,1,-,1,2,1,1,-,-,-,-,-,636,53.5000000000,2,5,5,2,-,-
7399,"15224","0930","2","合算地域あり","","0940","新潟県","佐渡市","相川広間町","",33,-,-,-,-,-,1,1,-,3,-,-,1,1,1,-,1,6,9,6,2,1,-,2578,78.6212121212,-,7,26,25,18,-,9,-,-,-,-,-,1,1,-,3,-,-,1,-,1,-,-,1,-,1,-,-,-,484,54.2777777778,-,6,3,2,1,-,24,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,5,9,5,2,1,-,2094,87.7500000000,-,1,23,23,17,-
7400,"15224","0940","2","秘匿地域","0930","","新潟県","佐渡市","相川西坂町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7401,"15224","0950","2","","","","新潟県","佐渡市","相川長坂町","",11,-,-,-,1,-,-,1,-,-,-,-,1,2,1,2,1,1,-,1,-,-,-,693,63.5000000000,-,5,6,3,1,-,4,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,1,-,-,-,-,-,283,71.2500000000,-,2,2,1,-,-,7,-,-,-,1,-,-,1,-,-,-,-,1,-,1,1,1,-,-,1,-,-,-,410,59.0714285714,-,3,4,2,1,-
7402,"15224","0960","2","","","","新潟県","佐渡市","相川上寺町","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7403,"15224","0970","2","秘匿地域","0760","","新潟県","佐渡市","相川中寺町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7404,"15224","0980","2","","","","新潟県","佐渡市","相川下寺町","",9,-,1,-,-,-,-,-,1,2,-,-,-,-,4,-,1,-,-,-,-,-,-,479,53.7222222222,1,3,5,1,-,-,4,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,1,-,-,-,-,-,-,229,57.7500000000,-,2,2,1,-,-,5,-,1,-,-,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,250,50.5000000000,1,1,3,-,-,-
7405,"15224","0990","2","","","","新潟県","佐渡市","相川南沢町","",40,-,-,1,1,2,1,1,1,-,6,2,2,2,5,2,7,5,2,-,-,-,-,2380,60.0000000000,1,18,21,14,2,-,19,-,-,-,1,2,1,-,1,-,3,1,2,1,1,2,1,3,-,-,-,-,-,1019,54.1315789474,-,12,7,4,-,-,21,-,-,1,-,-,-,1,-,-,3,1,-,1,4,-,6,2,2,-,-,-,-,1361,65.3095238095,1,6,14,10,2,-
7406,"15224","1000","2","合算地域あり","","1010","新潟県","佐渡市","相川小六町","",58,2,3,3,1,3,4,3,-,2,7,3,6,3,7,2,5,2,1,1,-,-,-,2783,48.4827586207,8,32,18,9,2,-,32,1,2,3,1,-,2,1,-,2,5,3,3,2,3,1,1,1,1,-,-,-,-,1439,45.4687500000,6,19,7,3,1,-,26,1,1,-,-,3,2,2,-,-,2,-,3,1,4,1,4,1,-,1,-,-,-,1344,52.1923076923,2,13,11,6,1,-
7407,"15224","1010","2","秘匿地域","1000","","新潟県","佐渡市","相川新西坂町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7408,"15224","1020","2","","","","新潟県","佐渡市","相川石扣町","",41,2,1,2,2,-,2,3,-,1,1,7,2,5,4,3,2,4,-,-,-,-,-,2054,50.5975609756,5,23,13,6,-,-,21,1,-,1,2,-,2,2,-,1,1,2,2,2,2,2,1,-,-,-,-,-,-,953,45.8809523810,2,14,5,1,-,-,20,1,1,1,-,-,-,1,-,-,-,5,-,3,2,1,1,4,-,-,-,-,-,1101,55.5500000000,3,9,8,5,-,-
7409,"15224","1030","2","","","","新潟県","佐渡市","相川塩屋町","",28,1,3,5,-,-,-,-,1,4,1,1,-,5,2,1,3,1,-,-,-,-,-,1214,43.8571428571,9,12,7,4,-,-,14,1,2,3,-,-,-,-,-,2,1,1,-,1,2,1,-,-,-,-,-,-,-,500,36.2142857143,6,5,3,-,-,-,14,-,1,2,-,-,-,-,1,2,-,-,-,4,-,-,3,1,-,-,-,-,-,714,51.5000000000,3,7,4,4,-,-
7410,"15224","1040","2","秘匿地域","1050","","新潟県","佐渡市","相川板町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7411,"15224","1050","2","合算地域あり","","1040;1060","新潟県","佐渡市","相川材木町","",44,1,-,-,2,2,1,2,1,3,2,4,3,4,3,4,4,6,1,-,1,-,-,2530,58.0000000000,1,24,19,12,2,-,20,1,-,-,2,-,-,1,1,3,1,1,2,3,2,1,1,1,-,-,-,-,-,998,50.4000000000,1,14,5,2,-,-,24,-,-,-,-,2,1,1,-,-,1,3,1,1,1,3,3,5,1,-,1,-,-,1532,64.3333333333,-,10,14,10,2,-
7412,"15224","1060","2","秘匿地域","1050","","新潟県","佐渡市","相川新材木町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7413,"15224","1070","2","","","","新潟県","佐渡市","相川羽田町","",111,4,4,4,3,3,2,4,5,7,6,6,8,9,14,9,10,7,2,3,1,-,-,5932,53.9414414414,12,53,46,23,6,-,53,4,1,3,3,-,1,2,3,3,4,3,5,4,8,3,2,3,-,-,1,-,-,2554,48.6886792453,8,28,17,6,1,-,58,-,3,1,-,3,1,2,2,4,2,3,3,5,6,6,8,4,2,3,-,-,-,3378,58.7413793103,4,25,29,17,5,-
7414,"15224","1080","2","","","","新潟県","佐渡市","相川江戸沢町","",34,-,4,2,-,-,-,1,1,5,1,2,1,1,2,3,3,5,3,-,-,-,-,1872,55.5588235294,6,12,16,11,3,-,13,-,1,1,-,-,-,-,1,3,-,1,1,-,1,-,1,2,1,-,-,-,-,688,53.4230769231,2,6,5,4,1,-,21,-,3,1,-,-,-,1,-,2,1,1,-,1,1,3,2,3,2,-,-,-,-,1184,56.8809523810,4,6,11,7,2,-
7415,"15224","1090","2","合算地域あり","","1110","新潟県","佐渡市","相川一町目","",81,3,6,3,1,-,4,1,5,4,9,3,5,4,8,16,6,1,2,-,-,-,-,4115,51.3024691358,12,36,33,9,2,-,39,-,2,3,1,-,-,-,2,4,5,3,2,2,4,6,3,1,1,-,-,-,-,2044,52.9102564103,5,19,15,5,1,-,42,3,4,-,-,-,4,1,3,-,4,-,3,2,4,10,3,-,1,-,-,-,-,2071,49.8095238095,7,17,18,4,1,-
7416,"15224","1100","2","","","","新潟県","佐渡市","相川一町目裏町","",16,-,-,1,2,-,-,-,-,2,2,-,2,1,2,-,-,2,2,-,-,-,-,873,55.0625000000,1,9,6,4,2,-,5,-,-,-,-,-,-,-,-,1,1,-,1,-,1,-,-,1,-,-,-,-,-,292,58.9000000000,-,3,2,1,-,-,11,-,-,1,2,-,-,-,-,1,1,-,1,1,1,-,-,1,2,-,-,-,-,581,53.3181818182,1,6,4,3,2,-
7417,"15224","1110","2","秘匿地域","1090","","新潟県","佐渡市","相川一町目浜町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7418,"15224","1120","2","","","","新潟県","佐渡市","相川二町目","",35,-,2,3,2,-,-,-,1,2,3,2,-,5,2,7,1,2,2,-,1,-,-,1913,55.1571428571,5,15,15,6,3,-,17,-,1,3,1,-,-,-,-,1,2,2,-,1,-,4,-,1,1,-,-,-,-,822,48.8529411765,4,7,6,2,1,-,18,-,1,-,1,-,-,-,1,1,1,-,-,4,2,3,1,1,1,-,1,-,-,1091,61.1111111111,1,8,9,4,2,-
7419,"15224","1130","2","","","","新潟県","佐渡市","相川五郎左衛門町","",32,-,-,-,-,3,1,2,2,3,5,3,2,1,2,3,1,2,2,-,-,-,-,1686,53.1875000000,-,22,10,5,2,-,25,-,-,-,-,3,1,2,2,3,5,3,1,-,1,2,-,1,1,-,-,-,-,1184,47.8600000000,-,20,5,2,1,-,7,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,-,502,72.2142857143,-,2,5,3,1,-
7420,"15224","1140","2","","","","新潟県","佐渡市","相川二町目浜町","",20,4,-,-,-,2,1,1,2,2,2,1,-,-,4,-,1,-,-,-,-,-,-,768,38.9000000000,4,11,5,1,-,-,15,3,-,-,-,1,1,-,1,2,2,1,-,-,4,-,-,-,-,-,-,-,-,595,40.1666666667,3,8,4,-,-,-,5,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,173,35.1000000000,1,3,1,1,-,-
7421,"15224","1150","2","","","","新潟県","佐渡市","相川二町目新浜町","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7422,"15224","1160","2","","","","新潟県","佐渡市","相川三町目","",10,-,-,1,-,-,-,-,-,1,1,-,1,2,1,1,-,1,1,-,-,-,-,598,60.3000000000,1,5,4,2,1,-,4,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,1,-,-,-,-,267,67.2500000000,-,2,2,1,1,-,6,-,-,1,-,-,-,-,-,1,-,-,1,1,-,1,-,1,-,-,-,-,-,331,55.6666666667,1,3,2,1,-,-
7423,"15224","1170","2","秘匿地域","1220","","新潟県","佐渡市","相川三町目浜町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7424,"15224","1180","2","","","","新潟県","佐渡市","相川三町目新浜町","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7425,"15224","1190","2","","","","新潟県","佐渡市","相川四町目","",39,-,-,-,1,1,1,2,2,2,1,2,5,4,4,2,7,4,1,-,-,-,-,2337,60.4230769231,-,21,18,12,1,-,21,-,-,-,-,1,-,1,2,-,-,1,3,3,3,2,2,2,1,-,-,-,-,1287,61.7857142857,-,11,10,5,1,-,18,-,-,-,1,-,1,1,-,2,1,1,2,1,1,-,5,2,-,-,-,-,-,1050,58.8333333333,-,10,8,7,-,-
7426,"15224","1200","2","","","","新潟県","佐渡市","相川四町目浜町","",37,-,1,5,2,4,1,-,-,4,1,1,2,2,3,7,2,2,-,-,-,-,-,1756,47.9594594595,6,17,14,4,-,-,21,-,1,3,2,3,1,-,-,1,1,-,2,1,-,4,1,1,-,-,-,-,-,883,42.5476190476,4,11,6,2,-,-,16,-,-,2,-,1,-,-,-,3,-,1,-,1,3,3,1,1,-,-,-,-,-,873,55.0625000000,2,6,8,2,-,-
7427,"15224","1210","2","秘匿地域","1220","","新潟県","佐渡市","相川市町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7428,"15224","1220","2","合算地域あり","","1170;1210","新潟県","佐渡市","相川新浜町","",24,1,-,-,-,-,4,1,2,1,2,6,2,1,1,2,-,-,1,-,-,-,-,1127,47.4583333333,1,19,4,1,1,-,19,1,-,-,-,-,4,1,1,1,2,5,1,1,1,1,-,-,-,-,-,-,-,827,44.0263157895,1,16,2,-,-,-,5,-,-,-,-,-,-,-,1,-,-,1,1,-,-,1,-,-,1,-,-,-,-,300,60.5000000000,-,3,2,1,1,-
7429,"15224","1230","2","","","","新潟県","佐渡市","相川馬町","",24,-,1,1,1,2,1,-,4,-,2,2,-,-,3,5,-,2,-,-,-,-,-,1169,49.2083333333,2,12,10,2,-,-,12,-,1,1,-,2,-,-,2,-,1,-,-,-,1,3,-,1,-,-,-,-,-,544,45.8333333333,2,5,5,1,-,-,12,-,-,-,1,-,1,-,2,-,1,2,-,-,2,2,-,1,-,-,-,-,-,625,52.5833333333,-,7,5,1,-,-
7430,"15224","1240","2","","","","新潟県","佐渡市","相川羽田村","",53,-,2,-,1,-,-,-,2,4,4,1,3,3,3,12,8,3,4,2,1,-,-,3435,65.3113207547,2,18,33,18,7,-,27,-,1,-,1,-,-,-,1,4,1,1,1,1,2,4,4,2,2,1,1,-,-,1711,63.8703703704,1,10,16,10,4,-,26,-,1,-,-,-,-,-,1,-,3,-,2,2,1,8,4,1,2,1,-,-,-,1724,66.8076923077,1,8,17,8,3,-
7431,"15224","1250","2","","","","新潟県","佐渡市","相川下戸町","",80,3,3,3,1,-,3,4,3,3,2,3,7,14,9,7,4,5,5,-,1,-,-,4408,55.6000000000,9,40,31,15,6,1,36,2,2,1,1,-,2,2,2,2,1,2,1,5,5,2,3,-,3,-,-,-,-,1820,51.0555555556,5,18,13,6,3,-,44,1,1,2,-,-,1,2,1,1,1,1,6,9,4,5,1,5,2,-,1,-,-,2588,59.3181818182,4,22,18,9,3,1
7432,"15224","1260","2","","","","新潟県","佐渡市","相川下戸浜町","",15,1,1,-,-,1,-,-,1,-,1,2,1,-,-,3,2,1,-,1,-,-,-,815,54.8333333333,2,6,7,4,1,-,7,1,-,-,-,1,-,-,-,-,-,2,1,-,-,1,1,-,-,-,-,-,-,334,48.2142857143,1,4,2,1,-,-,8,-,1,-,-,-,-,-,1,-,1,-,-,-,-,2,1,1,-,1,-,-,-,481,60.6250000000,1,2,5,3,1,-
7433,"15224","1270","2","合算地域あり","","1280","新潟県","佐渡市","相川下戸炭屋町","",51,-,1,-,2,1,1,1,-,2,2,3,5,8,6,3,5,6,5,-,-,-,-,3175,62.7549019608,1,25,25,16,5,-,26,-,1,-,1,1,1,1,-,1,1,2,1,4,5,1,2,3,1,-,-,-,-,1493,57.9230769231,1,13,12,6,1,-,25,-,-,-,1,-,-,-,-,1,1,1,4,4,1,2,3,3,4,-,-,-,-,1682,67.7800000000,-,12,13,10,4,-
7434,"15224","1280","2","秘匿地域","1270","","新潟県","佐渡市","相川下戸炭屋裏町","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
7435,"15224","1290","2","","","","新潟県","佐渡市","相川下戸炭屋浜町","",82,2,1,4,2,5,4,1,1,-,7,15,7,6,7,6,1,7,5,-,1,-,-,4348,53.5243902439,7,48,27,14,6,2,43,1,1,1,2,3,3,1,1,-,3,6,6,3,4,4,1,2,1,-,-,-,-,2142,50.3139534884,3,28,12,4,1,1,39,1,-,3,-,2,1,-,-,-,4,9,1,3,3,2,-,5,4,-,1,-,-,2206,57.0641025641,4,20,15,10,5,1
7436,"15224","1300","2","","","","新潟県","佐渡市","相川海士町","",32,1,1,1,2,-,-,-,5,2,3,2,-,-,3,3,2,4,1,-,2,-,-,1739,54.8437500000,3,14,15,9,3,-,15,1,1,1,1,-,-,-,2,1,2,1,-,-,1,-,2,1,1,-,-,-,-,683,46.0333333333,3,7,5,4,1,-,17,-,-,-,1,-,-,-,3,1,1,1,-,-,2,3,-,3,-,-,2,-,-,1056,62.6176470588,-,7,10,5,2,-
